mof_name,LCD,PLD,LFPD,ASA,AV_VF,AV_cm3g,has_NASA,OMS,Metal_enc,Topology_enc,lig1_length,Metal,Topology,energy_mean,n_h2o
COKNAT,1.6167992812903862,2.15614003110879,1.6327832029859208,0.43783274468389366,0.9961192468145552,0.16129728718763123,0.0,1,8,1,7.57205830804687,Zn,UNKNOWN,-0.9876885162500741,1.0
COKPEZ,1.5982799636136207,2.139294604665551,1.6142788766710794,0.4167220912638187,0.9090565185546048,0.8765607284783694,0.0,1,7,1,7.57205830804687,Other,UNKNOWN,-1.019386809999986,1.0
COKPID,1.5639034729130143,2.1761851144856275,1.5794958344036116,0.3883575840008238,0.7329063474240054,0.24612932737827106,0.0,1,3,1,7.57205830804687,Fe,UNKNOWN,-0.6754724450001106,1.0
COKPOJ,1.6042978325409558,2.166306858556445,1.618584885818472,0.38671162463462005,0.7713759250272398,0.1865067113498506,0.0,1,1,1,7.57205830804687,Co,UNKNOWN,-0.7667887850000454,1.0
COKPUP,1.610798195747895,2.1741303331135775,1.626727819397973,0.42218520126448356,1.0204158221429143,0.16114621273648996,0.0,1,8,1,7.57205830804687,Zn,UNKNOWN,-0.9490864324998824,1.0
COKQAW,1.539336893097079,2.114657502176419,1.555255075557632,0.3516360928414739,0.7835242126914188,-0.04922672374449243,0.0,1,2,1,7.28949629284611,Cu,UNKNOWN,-0.636608157499964,1.0
COKQEA,1.5722564349633328,2.194374516899375,1.5877494491714705,0.3757340575247108,0.789598356523509,0.20223015491324167,0.0,1,1,1,7.57205830804687,Co,UNKNOWN,-0.9450229637498921,1.0
COKQOK,1.640647194161521,2.192755663214633,1.6565819530779222,0.4242715590331046,1.0062428198680378,0.1674715398349436,0.0,1,8,1,7.57205830804687,Zn,UNKNOWN,-0.9657580812499589,1.0
COMDOY,-0.3182328981244393,0.14052929110792853,-0.3080564298444068,0.3189138460152607,0.014132660626736135,-0.17720293053739794,0.0,0,7,7,7.40672380304279,Other,rna,-0.7013619725000382,1.0
COQGAS,0.30302759807787366,0.6842964563181265,0.3117683396594498,-0.1764268579631671,-0.6621220193459061,-0.28114476229127716,0.0,0,8,6,11.3629879640568,Zn,pcu,-0.6425680787500596,1.0
COQHUN,0.3445845024407322,-0.23966111717734773,0.36057227227744365,0.37203072701418255,0.040453950565791555,0.35589500920157807,0.0,1,7,1,18.0277469650574,Other,UNKNOWN,-0.3757445150001786,0.5
COQNIF,0.5614981291642612,0.26907946309889735,0.5774962506226398,0.7051779144951669,0.3826307197735053,-0.21899190924805373,0.0,0,7,0,2.79481734975268,Other,Other,-0.7643587112499901,1.0
COQTEJ,0.38478706354663467,0.6689405765932935,0.2824640493669261,1.2166772799502965,1.3484195890757527,1.8624074330025135,0.0,1,7,0,18.8981944193255,Other,Other,-1.3506495449999534,1.0
COTXEQ,-0.8164774564208419,-0.620127308224429,-0.8082078923350325,-0.10597057396722091,-0.44142812677998455,-0.08434423527402858,0.0,0,0,1,17.9455339798307,Cd,UNKNOWN,-0.7036477862499169,1.0
COTXIU,-0.7824712884370093,-0.5742778810164552,-0.772444131295658,-0.12791749666496333,-0.49002127743670054,-0.10797142725421432,0.0,0,0,1,17.9455339798307,Cd,UNKNOWN,-0.7431909500000984,1.0
COTXOA,-0.8613112350060415,-0.6778463337221079,-0.8509231829980527,-0.13426523953325417,-0.5082437089329696,-0.11739653187370866,0.0,0,0,1,17.9455339798307,Cd,UNKNOWN,-0.8390751974999944,1.0
COWBEX,-0.5825778344682471,-0.18157528433009065,-0.5959483717129745,-1.301708775280218,-1.4517607175175549,-1.217882273882973,0.0,1,0,1,10.9394525830216,Cd,UNKNOWN,-0.7772075349999076,1.0
COWMAD,-0.03717246525121393,0.160526761067997,-0.02211885503244598,0.8842784822302291,0.8179443610732606,0.11014671172994452,0.0,1,7,0,7.12905825377473,Other,Other,-0.8344563099998936,1.0
COWMEH,-0.028280537655236682,0.13695974774847347,-0.013350882030488514,0.8839884661263969,0.9272789500508738,0.17841302523018948,0.0,1,7,0,7.12905825377473,Other,Other,-0.6998066799999094,1.0
COWMIL,-0.034496307443855276,0.13528672693043586,-0.021755078386651198,0.8617581744664206,0.7713759250272398,0.06649320160349044,0.0,1,7,0,7.12905825377473,Other,Other,-0.7147670099999175,1.0
COWMUX,-0.04859284723599444,0.1361233391670404,-0.03546089270733797,0.871766038734695,0.8422409364016187,0.051887829659859275,0.0,1,7,0,7.12905825377473,Other,Other,-0.7652735049999535,1.0
COXDIE,-0.5651346936486311,0.043452629166785536,-0.5491903377231777,-0.11326105658623133,-0.8726923388583462,-1.0020831021977479,1.0,1,2,1,9.68876766651126,Cu,UNKNOWN,-0.8652566324999498,1.0
COXHED,0.7327946001757117,1.3806300899366553,0.7488008962992213,0.9979823202366211,2.289911883049641,2.3299965970341145,0.0,0,1,1,3.71323140540068,Co,UNKNOWN,0.43048717750005494,1.0
COXHIH,0.6849056669787156,1.3311584695404841,0.7009096777311954,0.9993362632800565,2.241318732392924,2.2182557569618666,0.0,0,6,1,3.71323140540068,Ni,UNKNOWN,-0.3488102925000475,1.0
COXHON,0.7636119269272917,1.4140081947417755,0.7796196937251528,0.9907751821497272,2.3283814606528757,2.4954088211633234,0.0,0,3,1,3.71323140540068,Fe,UNKNOWN,-0.715486194999869,1.0
COXXIX,-0.8975728854823429,-0.8527211483699404,-0.8906876466767273,-0.5795075248198595,-0.5730345764752595,-0.6837209090085686,1.0,1,7,1,1.1471687131167,Other,UNKNOWN,-1.055397537499971,1.0
COYCEZ,-0.23285253191918368,-0.6083983716657845,-0.299345427389869,0.5705748758717175,0.13561553726852832,-0.023760949999815466,0.0,1,7,2,7.93288578630779,Other,dia,-0.9643497399999603,1.0
COYCID,1.0218171379901149,0.8142352459226739,1.0378372269398748,0.6625303880949233,1.0993796919600782,0.8928424221730893,0.0,1,7,1,7.93288578630779,Other,UNKNOWN,-0.9058589800001187,1.0
COYTEQ,-1.6282000869337203,-1.237334466989493,-1.614191751842422,-1.2780125846306811,-1.4780820074566097,-1.2760282914210668,0.0,1,4,1,10.8155535346881,La,UNKNOWN,-1.1471094399999942,1.0
COYTIU,-1.6404269573599566,-1.274943755427966,-1.6312489756964148,-1.3613510125969033,-1.617787315594671,-1.3216204989069962,0.0,1,7,1,10.8155535346881,Other,UNKNOWN,-1.155881414999925,1.0
CUBHOY,0.3183664334129501,-0.5444477571194064,0.33402545291983016,0.23000789037078856,-0.20453651732848913,-0.5547392847237498,0.0,1,0,1,15.1102593403758,Cd,UNKNOWN,-1.0086575749999156,1.0
CUCKIV,-0.9698441719565265,-0.7226961254361716,-1.162781655009055,-0.2539709976295597,-0.5669604326431693,-0.5266895058280844,0.0,0,1,1,10.7980912751852,Co,UNKNOWN,-0.9387260074999517,1.0
CUCSAU,-0.5880943139318148,-0.6381520139070673,-0.5721510536927246,-0.018586528593322396,-0.6317513001854581,0.407602388620487,0.0,1,7,1,5.95626155044552,Other,UNKNOWN,-0.3561996325000791,1.0
CUGVUW,-0.15933132392079102,-0.41084332697243187,-0.1433676021167706,-0.91184638672738,-1.3424261285399421,-0.8027023079013053,0.0,0,2,5,12.0431462727729,Cu,nbo,-0.8873097608332424,1.0
CUIMDZ01,-1.1453336951473656,-0.9248204123944509,-1.129690472759611,-3.0751093051653644,-1.9154203633670612,-1.3223643631923412,0.0,1,2,0,4.32941689165369,Cu,Other,-0.8154376608332635,1.0
CUKXIR,-1.3492673744065315,-1.0345192508053023,-1.3339477216221385,0.0413291456828268,-0.5446885719255077,-0.5844786295660669,0.0,1,5,1,7.48537294701376,Mn,UNKNOWN,-0.2047869850001689,0.5
CUKXOW,-1.0681780476520404,-0.6000124146757959,-1.0522576981228724,-0.0683629533557629,-0.36853840079490835,-0.8441615060517981,1.0,1,7,0,11.1997527572188,Other,Other,-0.6262009800000783,1.0
CUKZOY,-0.9948196666205319,-0.7131712546290678,-0.9788958162591753,-0.055155520224359995,-0.3503159692986404,-0.37554253979136865,0.0,1,7,0,11.9711617445275,Other,Other,0.3810805600000245,0.8333333333333334
CUMDIY,-0.8661648025811236,-0.6085813287308938,-0.8502348125110808,-0.8579368810857037,-1.7676161967862143,-1.4924625885693836,0.0,0,4,0,10.4730946211521,La,Other,-0.9366729049999947,1.0
CUMJEB,-0.8386897840035974,-0.7052181383460003,-0.8227584827619057,-0.8333083196112306,-1.5044032973956651,-1.4210436962080901,0.0,0,0,1,7.9234665322705,Cd,UNKNOWN,-0.9889109200001371,1.0
CUMLUT,-0.5428483340958725,-0.7992874864648637,-0.531998689589951,0.9818807948723705,0.6984861990421648,0.07966350096084428,0.0,1,0,8,7.26809201144628,Cd,sql,-0.5191428800000324,1.0
CUNFOH,0.8523658016949159,0.19863153780677112,0.8683778040336556,0.5932807573646727,0.603324612339428,-0.5459530759255884,0.0,1,2,1,6.2921009649109,Cu,UNKNOWN,-0.5177067875000034,1.0
CUNFOH01,0.7119325376698528,0.25820053720453046,0.4920039204034165,0.567547714899745,0.6964614844314685,-0.5372722419682381,0.0,1,2,1,6.39119444942071,Cu,UNKNOWN,-0.5059030649999178,1.0
CUNQOT,-0.9292975102365769,-0.4816530927158277,-0.9133705330058579,-0.074190057687319,-0.4839471336046116,-0.7844724646164569,0.0,1,5,1,3.71323140540068,Mn,UNKNOWN,0.19672663666671045,0.6666666666666666
CUNQUZ,-0.867647980305824,-0.448762410462043,-0.8519420039678121,-0.016360766088402638,-0.32196996474888867,-1.0692213625752807,0.0,1,0,1,3.71323140540068,Cd,UNKNOWN,-0.24616375499999776,0.5
CUNWEO,0.11722182860570077,0.6048619987497722,0.12606112705521916,-0.02836835605175515,-0.4070079783981428,-0.3360376277106548,0.0,0,0,8,11.2928898249465,Cd,sql,-0.5797842425000113,1.0
CUQRIR,-0.5286457739044284,-0.4078527021691845,-0.5126996766430435,0.17643379364868964,-0.01623805853371191,0.03175476212532055,0.0,0,8,1,13.8200136158685,Zn,UNKNOWN,-0.8924572037499559,1.0
CUQROX,-0.6580843872431993,-0.41178730154573134,-0.6543549909759867,0.18187381756035748,-0.06685592380112532,-0.014125997461186864,0.0,0,8,1,12.8206907447286,Zn,UNKNOWN,-0.9698176762501305,1.0
CUQRUD,-0.4400851768284318,-0.39428887334134965,-0.45059548740034194,0.9152437116796632,0.657991906828234,0.5660766905896932,0.0,1,8,1,13.8200136158685,Zn,UNKNOWN,-0.839149067499946,1.0
CUQXUI,0.5614981291642612,-0.7764040401615805,0.5774962506226398,0.38051120144453915,0.7308816328133091,1.1957164515875358,1.0,1,2,2,11.9711617445275,Cu,dia,-2.026762447499948,1.0
CURBOH,1.006364284148606,-0.3191731897573405,1.0223836356523186,0.6055039172792407,0.8483150802337087,0.04667889362396507,0.0,0,8,0,11.6369639438525,Zn,Other,-0.7354788074999021,1.0
CURQEN,-0.774668152324636,-1.2202325239454217,-0.8631018832911889,-0.7762602517740259,-0.6843938800635678,-0.49862585492909084,0.0,1,7,3,15.38,Other,lvt,-0.6949943750005332,1.0
CURYOE01,1.4565987612028293,1.6575874523371743,1.319525314515654,0.030600989840807783,0.16396154181828004,0.28174684329618804,0.0,0,0,5,11.6887858259247,Cd,nbo,-0.7298314987497747,1.0
CUSDIE,1.9964742928286179,0.16256867484860515,2.0125408946797316,0.5566778795298105,1.0345888244177897,0.6247999383065892,0.0,1,2,6,5.56753255156295,Cu,pcu,-0.9060435749999272,1.0
CUSZEX,-1.0898244407108233,-1.1877355968421661,-1.1941793622906123,0.9564673450917799,0.9697979568755009,1.1431591251414395,0.0,0,2,0,9.09672664231038,Cu,Other,-0.480610674999923,1.0
CUSZIB,-0.6318003199245961,-0.24845842798123222,-0.616365728287684,1.284905153441693,1.356518447518539,1.6319895591578095,0.0,0,2,0,9.09672664231038,Cu,Other,-0.43172493499992015,1.0
CUTGEE,-0.9955288210324057,-1.2868397944696746,-1.0335049873172,-1.0246265096809615,0.6640660506603241,0.07938301776364104,1.0,0,1,2,2.72565586763851,Co,dia,-0.7746311600000126,1.0
CUTGII,-0.9981749274287337,-1.2950567411828193,-0.9827865507779702,-11.055725599299949,0.6620413360496278,0.07267755674569946,1.0,0,1,2,2.72565586763851,Co,dia,1.4952114699999584,1.0
CUVGIK,-0.256502674328085,-0.12051850851776118,-0.32899416061520476,0.3218197557215556,-0.34424182546655036,0.07076712304255213,0.0,0,5,1,7.86223721949189,Mn,UNKNOWN,-1.0401643320000062,1.0
CUVGOQ,-0.5773734870849415,-0.4301941000560429,-0.5635167652494294,0.3714160074253474,-0.3017228186419233,0.1393799093746552,0.0,0,5,1,10.3646577837421,Mn,UNKNOWN,-1.5196059444999832,1.0
CUVHIL01,1.9406180419518142,2.507325118926816,1.9529342567340275,0.26068730258530465,0.7268322035919165,-0.5372815900602722,0.0,1,7,5,7.17617280521682,Other,nbo,-0.8864292025000111,1.0
CUVTUJ,1.5870642557466565,2.192862646725791,1.6031113196006666,0.3707002082359947,0.6559671922175377,0.14297483167240663,0.0,1,1,1,7.57205830804687,Co,UNKNOWN,-0.8964202949999951,1.0
CUWTUL,-0.3302840449610463,-0.8487736662291613,-0.3143284814176105,-0.045718254981655146,-0.5669604326431693,-0.6358884770984127,0.0,1,7,6,7.60302877419146,Other,pcu,-0.007356807500059459,1.0
CUWVEX,-1.150575277099545,-1.2232866249980454,-1.1358153429825535,-0.4678421829780709,-1.0508672245996413,-0.927710344925133,0.0,1,7,6,7.60302877419146,Other,pcu,-0.8765785400000254,1.0
CUWVIB,-0.5783756797680837,-1.0081771608083518,-0.5624319557332168,-0.09086713781635267,-0.7491847476058576,-0.7576707691836825,0.0,1,7,6,7.60302877419146,Other,pcu,-0.6352792224998041,1.0
CUWZIF,0.034322359871010615,-0.7485296156831909,-0.12416108496179991,0.2803249385134391,-0.19036351505361382,-0.2751674209721635,0.0,1,7,8,13.2614642217125,Other,sql,-0.644271307500162,1.0
CUXFIL,-0.6823310902521454,-0.7156983029236264,-0.6777225979430729,0.20336713826463032,-0.7512094622165539,-0.4652819651378347,0.0,1,5,1,9.69285536997501,Mn,UNKNOWN,-0.7198095975000456,1.0
CUXJEM,-0.7352735505080936,-1.1942925769175798,-0.7193373140037375,-0.3494439935338199,-0.6196030125212791,-0.6565319112643673,0.0,1,7,6,7.60302877419146,Other,pcu,0.5210211324999534,1.0
CUXLEO,-1.1512569132586483,-1.2150366397826609,-1.1353405284457514,0.6533324920441074,0.5810527516217663,0.3720664408897053,0.0,0,2,0,8.98615317383142,Cu,Other,0.24518710999996074,0.6666666666666666
CUYWUP,0.272708007063434,-0.40082727437060195,0.28869234678697947,0.7335570482949796,0.5263854571329591,0.6284674216279723,0.0,1,2,3,16.8217599895873,Cu,lvt,-0.9915804574999356,1.0
CUYYAX,-0.8708516193176542,-0.8978881325735792,-0.9569553735114,0.2010410783282816,0.016157375237432447,-0.059556609803855826,0.0,1,0,0,10.9483180063744,Cd,Other,-0.7587309400000398,0.6666666666666666
CUYYEB,-0.8679390951348356,-0.906614069574252,-0.8547425398199536,0.1755424183032862,0.05665166745136317,-0.04630125239969959,0.0,1,0,0,10.9483180063744,Cd,Other,-0.20413178666664553,0.6666666666666666
CUZBUW,-0.7555499455883843,-1.2426349322449983,-0.7522635939744738,-0.07169579784850619,-0.16606693972525582,-0.03626933493459836,0.0,1,1,1,7.40672380304279,Co,UNKNOWN,-0.6409917124999964,1.0
DACFAR,0.19676024916280574,0.5670336425911657,0.21274096448308927,0.4721253799488459,0.5446078886292283,0.9176478569043933,0.0,1,2,0,14.6898145561812,Cu,Other,-0.9111409599999547,1.0
DACYUE,0.03210357742997603,0.450407542276023,0.04807643495175933,1.3139160687012637,1.2451591439302296,1.694775870827182,0.0,1,7,0,12.7037532472251,Other,Other,-0.5320359524998821,1.0
DADLIG,0.5129008323862133,-0.3362138062870726,0.3948132142682127,-0.13960286752858903,-0.6155535832998864,-0.08986888716012965,0.0,1,5,1,19.6674052974134,Mn,UNKNOWN,-1.200081562499804,1.0
DAFSOV,-1.6287185873109542,-1.2135012236949603,-1.6128249880772068,-1.8040839371276316,-1.281684690219046,-1.0766994471447986,0.0,1,8,1,7.40672380304279,Zn,UNKNOWN,-0.6209002733332909,0.6666666666666666
DAFYAN,1.0500881046556652,1.3056570114118977,1.06598235914237,1.0150858371754377,1.561014623198889,1.823428625301215,0.0,1,7,0,7.50162054847992,Other,Other,-0.6903241225000443,1.0
DAFYOB,1.169185014446268,1.429475332210046,1.1829827577532692,0.9979149291189713,1.6359290637946604,1.9711996733202173,0.0,1,7,0,7.50162054847992,Other,Other,-0.6824624474998302,1.0
DAGDUL,-0.7474248273556582,-1.1148096521731354,-0.7363448213392366,-0.2114878223907352,-0.4029585491767501,-0.6925092997062721,1.0,1,0,0,7.12905825377473,Cd,Other,-0.887687499999989,1.0
DAGJED,-0.7847212279971589,-0.9047118343318986,-0.8207164159567336,-0.20737423043724107,-0.3746125446269984,-0.1615874842244432,0.0,1,0,1,14.6632654056115,Cd,UNKNOWN,-0.8835896537500219,1.0
DAJHOM,-0.9406555409258223,-1.2328727138264957,-0.9247291057266867,-0.8034911685750821,-1.4254394275784998,-0.807646667957184,0.0,0,1,6,9.73623952455435,Co,pcu,-0.4103953349999756,1.0
DAKVIW,1.325612124072218,0.25280407008303896,1.3301511310479883,0.9070920931241768,1.4881248972138128,1.025123261955888,0.0,1,0,0,16.9161456819309,Cd,Other,-0.8917688299999327,1.0
DAKVOC,1.4035434269857512,0.6897238063189493,1.1608738744479061,0.8717075716648225,1.411185742007345,1.4053636250931636,0.0,1,8,0,16.9161456819309,Zn,Other,-1.753892052499964,1.0
DAKVUI,1.392505519181912,0.663435146871842,1.3677431935643423,0.8659084323987021,1.3544937329078417,1.341087965151001,0.0,1,2,0,16.9161456819309,Cu,Other,-0.5596905475002814,1.0
DALVAQ,-1.2250391089438721,-1.0407529525757855,-1.2243330330273545,-0.6148199407921143,-0.5426638573148114,-0.8259467886957738,0.0,1,0,0,7.247467566268,Cd,Other,-0.748955576666655,0.6666666666666666
DAMZEZ,-0.8170178959078267,-0.6931487433896285,-0.8042031897839699,-0.8537167425977005,-1.3748215623110864,-0.9891153600399206,0.0,0,0,0,12.7037532472251,Cd,Other,-0.832301353750097,1.0
DANZAV,1.0672482163713535,1.2830258329953659,1.0832704733976075,0.5708852486250261,0.4494463019264915,0.2500298187239414,0.0,0,0,8,11.2454509911901,Cd,sql,-0.8724378025002579,1.0
DANZID,1.1460905622608908,1.418636815909839,1.149827164139667,0.5688178864158346,0.6357200461105723,0.6092907833296977,0.0,1,7,8,11.2454509911901,Other,sql,-0.6809648462503901,1.0
DANZOJ,1.5368728930373419,-0.24754650471577605,1.5477825905816633,0.28636199560555586,0.868562226340674,0.7380638700626875,1.0,0,5,0,7.26809201144628,Mn,Other,-0.6327601025000718,1.0
DAPBIH,1.4857342594033185,-0.0833945288213828,1.5017764875547428,0.3212889730126198,0.9009576601118184,0.6549374348793948,1.0,0,1,0,7.26809201144628,Co,Other,-0.6025506550000443,1.0
DAPYAW,1.1668021573481382,-0.5228509047064548,1.1135610471313446,0.34625725497031384,0.3056915645670376,0.22834450224926492,0.0,1,0,1,14.6632654056115,Cd,UNKNOWN,-0.856853327499948,1.0
DARBUU,-0.7001870086138735,-1.12172949976802,-0.6842490976983114,0.4655737329602403,0.7997219295769916,-0.08373406532751917,0.0,1,2,1,1.1471687131167,Cu,UNKNOWN,-0.7585554650000148,1.0
DARSEV,0.8405422541870274,0.8975753765797203,0.8565536922786406,0.5835751219944811,0.6519177629961451,0.7511000475624362,0.0,0,0,1,15.7445691319579,Cd,UNKNOWN,-0.6262995775001059,1.0
DAWBIO,-0.6971831884361038,-0.39305510149173467,-0.686023965091967,-0.40951056810286396,-1.137929952859592,-0.8275841164141721,0.0,0,1,1,10.0695470586986,Co,UNKNOWN,-0.9691400750000917,0.9444444444444444
DAWBOU,-0.6856560017112295,-0.3587245938006144,-0.6740868393309454,-0.3729999704519204,-0.9840516424466557,-0.7743027823365142,0.0,0,6,1,10.0695470586986,Ni,UNKNOWN,-0.7930580524999584,1.0
DAWCAH,-0.6281730656902832,-0.5354549542881628,-0.6188109242758436,-0.31662733597805964,-0.8828159119118288,-0.6778813327511111,0.0,0,6,1,10.3167047090216,Ni,UNKNOWN,-0.5087324099999648,1.0
DAWCOV,-0.16838748617117263,-0.5292493119848495,-0.15715999049654789,0.6555761879223737,0.19230754636803066,0.4030922017734851,0.0,1,5,1,11.5794257959088,Mn,UNKNOWN,-0.7200958887497677,1.0
DAWDAI,-0.8694790605725558,-1.1627759344462139,-0.8824239121098072,-0.7927191527416464,-0.8423216196978981,-0.7408015784298119,1.0,0,0,1,11.5794257959088,Cd,UNKNOWN,-0.8661737375001906,1.0
DAWWEF,0.09078954237299731,0.03364496921018159,0.04534911894179562,0.838056062044422,0.633695331499876,0.33791106335247606,0.0,1,1,1,8.22645339819037,Co,UNKNOWN,-0.6956631400000504,1.0
DAXHIV,0.33039823335798485,0.8008034788500729,0.346385326193013,0.8738183023103442,0.807820788019778,0.922392342048684,0.0,1,3,1,10.1198724465497,Fe,UNKNOWN,-0.5450347341667149,1.0
DAXHIV01,0.35179998501968923,0.8195432647778532,0.35449437840299247,0.8672503058840642,0.8280679341267433,0.9277970457346736,0.0,1,3,1,10.1198724465497,Fe,UNKNOWN,-0.4880020074999578,1.0
DAXHUH,0.28206449574039716,0.7398257333941737,0.29804928197729624,0.9065847698554786,0.826043219516047,0.9473416446651184,0.0,1,3,1,10.1198724465497,Fe,UNKNOWN,-0.6430728174999416,1.0
DAXHUH01,0.31355753413115905,0.7511361568130197,0.32889971917188765,0.8921246253751965,0.9556249546006245,0.958234954489292,0.0,1,3,1,10.1198724465497,Fe,UNKNOWN,-0.5206586433332726,1.0
DEBGIA,-1.368499512221982,-1.1671090894395717,-1.3554697009950731,-0.8360276054798416,-0.6479490170710308,-0.5400071338508805,0.0,1,8,1,10.0695470586986,Zn,UNKNOWN,0.33592003000012477,0.5
DEFKUU,-0.6764951980410061,-0.4269944494050613,-0.6633194059669506,0.3615777596062415,-0.3604395423521231,-0.8939026791142083,0.0,1,2,1,5.7094296988277,Cu,UNKNOWN,-1.3148578537499063,1.0
DEFRIR,-1.0087975659376336,-1.1997365507505917,-1.1598006694191518,0.20977668778371766,0.5223360279115665,-0.22697132152861105,0.0,1,7,0,7.40672380304279,Other,Other,-0.4484965033334447,0.6666666666666666
DEGJIK,-1.1944971905250894,-0.890411156263076,-1.1845374009478828,-0.9201537521865448,-1.0933862314242682,-0.9989805229645454,0.0,1,2,9,6.91302665876604,Cu,sra,-0.9945537874999815,1.0
DEJCIF,-0.854194436388398,-0.4041073034564219,-0.8419964160574627,0.07509011794570368,-0.32196996474888867,-0.5117229342990046,0.0,1,2,0,6.18428424286992,Cu,Other,-0.3271539099999927,0.5
DEJJIN,0.8425100780125925,0.3388460610501416,0.80926920126694,0.5499162538178849,0.621547043835697,0.16836447397896692,0.0,1,8,1,7.46424947180314,Zn,UNKNOWN,-0.15395371000010982,1.0
DEJRUH,-0.9080317139522476,-0.9360580800285794,-0.8935147209996008,0.18909773006373803,-0.2632532410386889,0.09232359488614943,0.0,1,1,9,6.96,Co,sra,-1.019114517499986,1.0
DEKHEH,-0.6604322804548644,-0.6841995847263475,-0.6444924723514142,0.32985302262938027,-0.39283497612326745,-0.04390984802110417,0.0,0,5,1,11.3629879640568,Mn,UNKNOWN,-0.7598736050000454,1.0
DEKHUX,-0.03769392683638287,0.07628139168517901,-0.02172440021348494,0.14437980347426135,-0.41915626606232176,-0.01657113373269119,0.0,0,5,1,9.75099858402274,Mn,UNKNOWN,0.12768063249998818,1.0
DEKPUF,0.06589266616348657,0.28420495533175794,0.08186713617899988,0.5957086468307826,0.6235717584463933,-0.43930988421269407,0.0,0,8,1,2.72565586763851,Zn,UNKNOWN,-1.9523980137500985,1.0
DELGEI,1.5174894910235692,0.3451786491034994,1.533533234608342,1.0750627861806936,1.6723739267871987,2.5320147681647933,0.0,1,0,0,13.1147720980951,Cd,Other,-0.6720690149999768,1.0
DEPSEW,-0.461157669700738,-1.0010498415015572,-0.44520835175039836,-0.20332980866432596,-0.7431106037737676,-1.3023835684085385,0.0,0,7,0,2.79481734975268,Other,Other,-0.686622747499996,1.0
DEPTOH,-0.462404239040743,-1.0321309358183128,-0.46241851277860563,-0.21524492461958722,-0.7451353183844645,-1.3014421511635705,0.0,0,7,0,2.79481734975268,Other,Other,-0.6700063499999658,1.0
DEPXAY,-0.7352843179672272,-0.8180643507145587,-0.7280921897316648,0.8834010179430787,0.7106344867063438,0.38400640389358015,0.0,1,8,1,6.18428424286992,Zn,UNKNOWN,-1.1253400950000128,1.0
DEPXOM,-0.43749543508666666,-0.3346507405904911,-0.43329664172539434,0.9627735546220185,0.3542847152237536,0.22802469209070303,0.0,1,5,1,7.26809201144628,Mn,UNKNOWN,-1.3860886175000928,1.0
DEQVIF,-0.24256373064760214,-0.08526816605328782,-0.2403051832437837,0.18201042861138242,-0.46572470210834255,-0.13312970607744853,0.0,0,5,1,10.9737746435095,Mn,UNKNOWN,-0.6540714850000882,1.0
DEYDOA,-1.240670099318278,-0.7000940337153034,-1.2247579815101244,-0.05649511543416622,-0.3847361176804811,-0.3884752241197298,0.0,1,7,0,8.34614516056141,Other,Other,-0.8602478813889363,1.0
DEYJIC,-0.7945576562948297,-0.927938301776177,-0.7843491226115786,0.25918223511177685,-0.3624642569628194,-0.3681568484219451,0.0,1,7,1,10.3167047090216,Other,UNKNOWN,-1.0898396574999936,1.0
DEYJOI,-0.7867430783675821,-1.037982667498977,-0.7756668967681678,0.32102871927946575,-0.354365398520033,-0.33626872051105244,0.0,1,7,1,10.3167047090216,Other,UNKNOWN,-0.5522859450000226,0.5
DEYNIG,-1.0898842145809213,-0.9454221312332352,-1.0939654774989958,-1.7663624524681596,-1.474032578235217,-1.60802379273632,0.0,1,2,1,6.17056556908628,Cu,UNKNOWN,-1.1146346574998915,1.0
DEZCER,-0.9659174401856805,-1.2881375779138944,-0.9630880996603876,-0.24423993563343538,0.040453950565791555,0.4329883235132711,1.0,1,5,1,10.3167047090216,Mn,UNKNOWN,-0.553799633333559,0.6666666666666666
DEZKAW,0.5249123945471197,-0.9597586813496678,0.5386954893783537,0.5588061004865572,0.6782390529351994,0.7801232858766622,1.0,1,5,3,12.0046631651956,Mn,lvt,-0.8282535000000166,1.0
DIBPAH,-0.5239281523600053,-1.0505706153051868,-0.5079818299627721,0.32061222276490714,-0.028386346197890905,-0.08335927512539938,0.0,1,7,0,13.7532865140835,Other,Other,-0.2554148800001031,1.0
DIBPIP,-1.1791385597683304,-1.2742615984527252,-1.1642976879429772,-0.6857270335794535,-0.7228634576668023,-0.42430005833664336,0.0,1,6,1,12.5491511069813,Ni,UNKNOWN,0.329399389999935,0.0
DICKEH,1.9344661730176675,1.0050367731831835,1.9132814544488923,1.028769385262207,2.2858624538282486,3.343480498850741,0.0,1,2,5,19.8500608299352,Cu,nbo,-0.7914355124998167,1.0
DICVIW,-0.25020252557230976,-1.181052160997319,-0.2545032032933212,0.29472813802840203,-0.020287487755104534,-0.05647023644010455,0.0,1,7,1,13.7532865140835,Other,UNKNOWN,-0.7360879833333911,1.0
DIDDOK,1.0305198822898813,1.3037549151804346,1.046540386554796,1.1829555115584998,2.2028491547896896,3.2780176605364497,0.0,1,8,0,11.3629879640568,Zn,Other,-0.7061698750001142,1.0
DIKJUD,-0.6194626473053395,-0.5997125961157884,-0.6064983879632767,-0.24794197992571512,-0.5102684235436659,-0.08599198111625274,0.0,1,2,0,15.7144317733057,Cu,Other,-1.1016982766667904,0.6666666666666666
